customer_id,customer_name,customer_type,city,country
407,Nyota Pharmacy ELD407,Retail Pharmacy,Eldoret,Kenya
408,Riverside Clinic GUL408,Clinic,Gulu,Uganda
409,Unity Hospital MWA409,Hospital,Mwanza,Tanzania
410,Hope Pharmacy MBA410,Retail Pharmacy,Mbarara,Uganda
411,Unity Pharmacy MOM411,Retail Pharmacy,Mombasa,Kenya
412,Zawadi Pharmacy NAK412,Retail Pharmacy,Nakuru,Kenya
413,Harambee Pharmacy DAR413,Retail Pharmacy,Dar es Salaam,Tanzania
414,Crescent Pharmacy MWA414,Retail Pharmacy,Mwanza,Tanzania
415,Kilimo Pharmacy NAK415,Retail Pharmacy,Nakuru,Kenya
416,Harambee Pharmacy MWA416,Retail Pharmacy,Mwanza,Tanzania
417,Highland Hospital KIS417,Hospital,Kisumu,Kenya
418,Summit Hospital MBA418,Hospital,Mbarara,Uganda
419,Jubilee Clinic KAM419,Clinic,Kampala,Uganda
420,Cedar Pharmacy NAK420,Retail Pharmacy,Nakuru,Kenya
421,Lakeview Pharmacy KIS421,Retail Pharmacy,Kisumu,Kenya
422,Meadow Pharmacy JIN422,Retail Pharmacy,Jinja,Uganda
423,Harambee Clinic GUL423,Clinic,Gulu,Uganda
424,Hope Hospital KIS424,Hospital,Kisumu,Kenya
425,Metro Hospital ELD425,Hospital,Eldoret,Kenya
426,Unity Pharmacy MBA426,Retail Pharmacy,Mbarara,Uganda
427,Lakeview Clinic KIS427,Clinic,Kisumu,Kenya
428,Nyota Health Foundation KIS428,NGO,Kisumu,Kenya
429,Baraka Pharmacy KIS429,Retail Pharmacy,Kisumu,Kenya
430,Sunrise Pharmacy NAI430,Retail Pharmacy,Nairobi,Kenya
431,Amani Pharmacy GUL431,Retail Pharmacy,Gulu,Uganda
432,Harambee Health Foundation KIS432,NGO,Kisumu,Kenya
433,Sunrise Pharmacy KAM433,Retail Pharmacy,Kampala,Uganda
434,Uzima Clinic NAK434,Clinic,Nakuru,Kenya
435,Uzima Hospital DAR435,Hospital,Dar es Salaam,Tanzania
436,Meadow Health Foundation DOD436,NGO,Dodoma,Tanzania
437,Prime Pharmacy MOM437,Retail Pharmacy,Mombasa,Kenya
438,Riverside Health Foundation JIN438,NGO,Jinja,Uganda
439,Hope Hospital GUL439,Hospital,Gulu,Uganda
440,Sunrise Pharmacy DOD440,Retail Pharmacy,Dodoma,Tanzania
441,Summit Pharmacy MWA441,Retail Pharmacy,Mwanza,Tanzania
442,Summit Health Foundation ARU442,NGO,Arusha,Tanzania
443,Riverside Pharmacy DOD443,Retail Pharmacy,Dodoma,Tanzania
444,Uzima Hospital JIN444,Hospital,Jinja,Uganda
445,Prime Pharmacy MBA445,Retail Pharmacy,Mbarara,Uganda
446,Nyota Pharmacy NAK446,Retail Pharmacy,Nakuru,Kenya
447,Harambee Clinic NAI447,Clinic,Nairobi,Kenya
448,Harambee Clinic KIS448,Clinic,Kisumu,Kenya
449,Baraka Pharmacy KIS449,Retail Pharmacy,Kisumu,Kenya
450,Prime Pharmacy KAM450,Retail Pharmacy,Kampala,Uganda
451,Meadow Hospital NAI451,Hospital,Nairobi,Kenya
452,Nyota Pharmacy DAR452,Retail Pharmacy,Dar es Salaam,Tanzania
453,Sunrise Pharmacy NAK453,Retail Pharmacy,Nakuru,Kenya
454,Baraka Clinic DAR454,Clinic,Dar es Salaam,Tanzania
455,Lakeview Clinic NAI455,Clinic,Nairobi,Kenya
456,Meadow Pharmacy KIS456,Retail Pharmacy,Kisumu,Kenya
457,Harambee Hospital MBA457,Hospital,Mbarara,Uganda
458,Summit Pharmacy ELD458,Retail Pharmacy,Eldoret,Kenya
459,Hope Pharmacy KIS459,Retail Pharmacy,Kisumu,Kenya
460,Sunrise Clinic NAI460,Clinic,Nairobi,Kenya
461,Amani Hospital NAI461,Hospital,Nairobi,Kenya
462,Amani Clinic MWA462,Clinic,Mwanza,Tanzania
463,Metro Hospital NAK463,Hospital,Nakuru,Kenya
464,Crescent Pharmacy NAK464,Retail Pharmacy,Nakuru,Kenya
465,Cedar Pharmacy MOM465,Retail Pharmacy,Mombasa,Kenya
466,Unity Clinic DAR466,Clinic,Dar es Salaam,Tanzania
467,Lakeview Pharmacy DAR467,Retail Pharmacy,Dar es Salaam,Tanzania
468,Crescent Pharmacy DOD468,Retail Pharmacy,Dodoma,Tanzania
469,Amani Clinic DOD469,Clinic,Dodoma,Tanzania
470,Cedar Pharmacy GUL470,Retail Pharmacy,Gulu,Uganda
471,Kilimo Hospital GUL471,Hospital,Gulu,Uganda
472,Prime Pharmacy JIN472,Retail Pharmacy,Jinja,Uganda
473,Uzima Clinic NAK473,Clinic,Nakuru,Kenya
474,Nyota Hospital ELD474,Hospital,Eldoret,Kenya
475,Riverside Clinic ARU475,Clinic,Arusha,Tanzania
476,Hope Pharmacy MOM476,Retail Pharmacy,Mombasa,Kenya
477,Cedar Clinic ARU477,Clinic,Arusha,Tanzania
478,Uzima Pharmacy DAR478,Retail Pharmacy,Dar es Salaam,Tanzania
479,Kilimo Hospital ELD479,Hospital,Eldoret,Kenya
480,Metro Clinic ELD480,Clinic,Eldoret,Kenya
481,Prime Pharmacy ELD481,Retail Pharmacy,Eldoret,Kenya
482,Unity Pharmacy NAK482,Retail Pharmacy,Nakuru,Kenya
483,Nyota Pharmacy ARU483,Retail Pharmacy,Arusha,Tanzania
484,Lakeview Hospital ARU484,Hospital,Arusha,Tanzania
485,Highland Health Foundation ELD485,NGO,Eldoret,Kenya
486,Prime Clinic NAK486,Clinic,Nakuru,Kenya
487,Uzima Pharmacy KIS487,Retail Pharmacy,Kisumu,Kenya
488,Kilimo Pharmacy NAK488,Retail Pharmacy,Nakuru,Kenya
489,Nyota Pharmacy NAI489,Retail Pharmacy,Nairobi,Kenya
490,Prime Pharmacy KIS490,Retail Pharmacy,Kisumu,Kenya
491,Zawadi Clinic NAK491,Clinic,Nakuru,Kenya
492,Lakeview Pharmacy NAI492,Retail Pharmacy,Nairobi,Kenya
493,Riverside Clinic KIS493,Clinic,Kisumu,Kenya
494,Baraka Hospital JIN494,Hospital,Jinja,Uganda
495,Crescent Pharmacy KAM495,Retail Pharmacy,Kampala,Uganda
496,Meadow Clinic KIS496,Clinic,Kisumu,Kenya
497,Amani Hospital ELD497,Hospital,Eldoret,Kenya
498,Nyota Clinic NAK498,Clinic,Nakuru,Kenya
499,Hope Health Foundation MWA499,NGO,Mwanza,Tanzania
500,Nyota Hospital NAI500,Hospital,Nairobi,Kenya
501,Uzima Health Foundation NAI501,NGO,Nairobi,Kenya
502,Nyota Clinic NAI502,Clinic,Nairobi,Kenya
503,Highland Health Foundation MOM503,NGO,Mombasa,Kenya
504,Hope Pharmacy KIS504,Retail Pharmacy,Kisumu,Kenya
505,Riverside Hospital ELD505,Hospital,Eldoret,Kenya
506,Hope Health Foundation NAI506,NGO,Nairobi,Kenya
507,Crescent Pharmacy MWA507,Retail Pharmacy,Mwanza,Tanzania
508,Baraka Pharmacy MWA508,Retail Pharmacy,Mwanza,Tanzania
509,Lakeview Pharmacy ARU509,Retail Pharmacy,Arusha,Tanzania
510,Hope Pharmacy MWA510,Retail Pharmacy,Mwanza,Tanzania
511,Jubilee Pharmacy MOM511,Retail Pharmacy,Mombasa,Kenya
512,Nyota Pharmacy KAM512,Retail Pharmacy,Kampala,Uganda
513,Unity Pharmacy NAK513,Retail Pharmacy,Nakuru,Kenya
514,Prime Hospital JIN514,Hospital,Jinja,Uganda
515,Highland Hospital ARU515,Hospital,Arusha,Tanzania
516,Hope Pharmacy DAR516,Retail Pharmacy,Dar es Salaam,Tanzania
517,Harambee Pharmacy NAI517,Retail Pharmacy,Nairobi,Kenya
518,Highland Pharmacy KAM518,Retail Pharmacy,Kampala,Uganda
519,Uzima Hospital DOD519,Hospital,Dodoma,Tanzania
520,Kilimo Health Foundation MBA520,NGO,Mbarara,Uganda
521,Meadow Hospital MOM521,Hospital,Mombasa,Kenya
522,Lakeview Hospital KIS522,Hospital,Kisumu,Kenya
523,Highland Pharmacy DAR523,Retail Pharmacy,Dar es Salaam,Tanzania
524,Lakeview Pharmacy NAI524,Retail Pharmacy,Nairobi,Kenya
525,Highland Pharmacy MOM525,Retail Pharmacy,Mombasa,Kenya
526,Harambee Pharmacy NAI526,Retail Pharmacy,Nairobi,Kenya
527,Metro Pharmacy MOM527,Retail Pharmacy,Mombasa,Kenya
528,Jubilee Clinic NAI528,Clinic,Nairobi,Kenya
529,Zawadi Hospital DOD529,Hospital,Dodoma,Tanzania
530,Cedar Clinic KIS530,Clinic,Kisumu,Kenya
531,Uzima Clinic DOD531,Clinic,Dodoma,Tanzania
532,Zawadi Clinic ARU532,Clinic,Arusha,Tanzania
533,Summit Pharmacy ARU533,Retail Pharmacy,Arusha,Tanzania
534,Highland Pharmacy DOD534,Retail Pharmacy,Dodoma,Tanzania
535,Hope Clinic NAK535,Clinic,Nakuru,Kenya
536,Lakeview Clinic GUL536,Clinic,Gulu,Uganda
537,Crescent Pharmacy NAI537,Retail Pharmacy,Nairobi,Kenya
538,Harambee Pharmacy NAI538,Retail Pharmacy,Nairobi,Kenya
539,Uzima Clinic MOM539,Clinic,Mombasa,Kenya
540,Zawadi Pharmacy ARU540,Retail Pharmacy,Arusha,Tanzania
541,Kilimo Pharmacy JIN541,Retail Pharmacy,Jinja,Uganda
542,Zawadi Pharmacy JIN542,Retail Pharmacy,Jinja,Uganda
543,Kilimo Pharmacy JIN543,Retail Pharmacy,Jinja,Uganda
544,Riverside Health Foundation ELD544,NGO,Eldoret,Kenya
545,Uzima Clinic DOD545,Clinic,Dodoma,Tanzania
546,Amani Pharmacy KAM546,Retail Pharmacy,Kampala,Uganda
547,Uzima Pharmacy GUL547,Retail Pharmacy,Gulu,Uganda
548,Sunrise Hospital ELD548,Hospital,Eldoret,Kenya
549,Uzima Hospital NAK549,Hospital,Nakuru,Kenya
550,Highland Hospital ELD550,Hospital,Eldoret,Kenya
551,Sunrise Pharmacy JIN551,Retail Pharmacy,Jinja,Uganda
552,Highland Pharmacy DOD552,Retail Pharmacy,Dodoma,Tanzania
553,Kilimo Clinic JIN553,Clinic,Jinja,Uganda
554,Hope Pharmacy KIS554,Retail Pharmacy,Kisumu,Kenya
555,Highland Clinic ELD555,Clinic,Eldoret,Kenya
556,Crescent Pharmacy ARU556,Retail Pharmacy,Arusha,Tanzania
557,Lakeview Health Foundation DAR557,NGO,Dar es Salaam,Tanzania
558,Hope Hospital MOM558,Hospital,Mombasa,Kenya
559,Crescent Clinic KIS559,Clinic,Kisumu,Kenya
560,Jubilee Pharmacy JIN560,Retail Pharmacy,Jinja,Uganda
561,Jubilee Pharmacy KAM561,Retail Pharmacy,Kampala,Uganda
562,Crescent Health Foundation NAK562,NGO,Nakuru,Kenya
563,Crescent Pharmacy MWA563,Retail Pharmacy,Mwanza,Tanzania
564,Kilimo Hospital MOM564,Hospital,Mombasa,Kenya
565,Nyota Pharmacy MOM565,Retail Pharmacy,Mombasa,Kenya
566,Prime Pharmacy MOM566,Retail Pharmacy,Mombasa,Kenya
567,Amani Pharmacy JIN567,Retail Pharmacy,Jinja,Uganda
568,Riverside Clinic JIN568,Clinic,Jinja,Uganda
569,Highland Health Foundation JIN569,NGO,Jinja,Uganda
570,Sunrise Clinic MWA570,Clinic,Mwanza,Tanzania
571,Nyota Clinic NAI571,Clinic,Nairobi,Kenya
572,Unity Pharmacy ELD572,Retail Pharmacy,Eldoret,Kenya
573,Riverside Clinic KIS573,Clinic,Kisumu,Kenya
574,Jubilee Clinic MBA574,Clinic,Mbarara,Uganda
575,Jubilee Clinic MBA575,Clinic,Mbarara,Uganda
576,Cedar Pharmacy DOD576,Retail Pharmacy,Dodoma,Tanzania
577,Zawadi Clinic KIS577,Clinic,Kisumu,Kenya
578,Crescent Pharmacy NAK578,Retail Pharmacy,Nakuru,Kenya
579,Prime Pharmacy JIN579,Retail Pharmacy,Jinja,Uganda
580,Cedar Clinic DAR580,Clinic,Dar es Salaam,Tanzania
581,Uzima Health Foundation NAI581,NGO,Nairobi,Kenya
582,Metro Pharmacy MBA582,Retail Pharmacy,Mbarara,Uganda
583,Metro Clinic MOM583,Clinic,Mombasa,Kenya
584,Harambee Clinic NAI584,Clinic,Nairobi,Kenya
585,Amani Hospital DOD585,Hospital,Dodoma,Tanzania
586,Zawadi Pharmacy KIS586,Retail Pharmacy,Kisumu,Kenya
587,Metro Hospital KIS587,Hospital,Kisumu,Kenya
588,Sunrise Pharmacy DOD588,Retail Pharmacy,Dodoma,Tanzania
589,Baraka Pharmacy MOM589,Retail Pharmacy,Mombasa,Kenya
590,Meadow Clinic MOM590,Clinic,Mombasa,Kenya
591,Harambee Pharmacy ARU591,Retail Pharmacy,Arusha,Tanzania
592,Highland Pharmacy NAI592,Retail Pharmacy,Nairobi,Kenya
593,Baraka Pharmacy ARU593,Retail Pharmacy,Arusha,Tanzania
594,Meadow Hospital KAM594,Hospital,Kampala,Uganda
595,Lakeview Clinic KIS595,Clinic,Kisumu,Kenya
596,Amani Clinic NAI596,Clinic,Nairobi,Kenya
597,Prime Hospital ELD597,Hospital,Eldoret,Kenya
598,Nyota Pharmacy NAI598,Retail Pharmacy,Nairobi,Kenya
599,Riverside Clinic NAK599,Clinic,Nakuru,Kenya
600,Cedar Clinic DAR600,Clinic,Dar es Salaam,Tanzania
601,Nyota Pharmacy NAI601,Retail Pharmacy,Nairobi,Kenya
602,Zawadi Hospital ELD602,Hospital,Eldoret,Kenya
603,Riverside Hospital ARU603,Hospital,Arusha,Tanzania
604,Jubilee Pharmacy MWA604,Retail Pharmacy,Mwanza,Tanzania
605,Cedar Hospital ELD605,Hospital,Eldoret,Kenya
606,Zawadi Clinic GUL606,Clinic,Gulu,Uganda
607,Lakeview Pharmacy MOM607,Retail Pharmacy,Mombasa,Kenya
608,Prime Pharmacy KIS608,Retail Pharmacy,Kisumu,Kenya
609,Riverside Pharmacy MOM609,Retail Pharmacy,Mombasa,Kenya
610,Jubilee Hospital DAR610,Hospital,Dar es Salaam,Tanzania
611,Cedar Clinic KAM611,Clinic,Kampala,Uganda
612,Baraka Pharmacy MOM612,Retail Pharmacy,Mombasa,Kenya
613,Highland Health Foundation DAR613,NGO,Dar es Salaam,Tanzania
614,Meadow Pharmacy KAM614,Retail Pharmacy,Kampala,Uganda
615,Jubilee Pharmacy MWA615,Retail Pharmacy,Mwanza,Tanzania
616,Harambee Health Foundation KAM616,NGO,Kampala,Uganda
617,Sunrise Pharmacy MOM617,Retail Pharmacy,Mombasa,Kenya
618,Prime Clinic MBA618,Clinic,Mbarara,Uganda
619,Amani Clinic DOD619,Clinic,Dodoma,Tanzania
620,Crescent Pharmacy KAM620,Retail Pharmacy,Kampala,Uganda
621,Summit Clinic ARU621,Clinic,Arusha,Tanzania
622,Summit Hospital ELD622,Hospital,Eldoret,Kenya
623,Harambee Pharmacy KIS623,Retail Pharmacy,Kisumu,Kenya
624,Zawadi Health Foundation KIS624,NGO,Kisumu,Kenya
625,Meadow Clinic NAI625,Clinic,Nairobi,Kenya
626,Baraka Clinic DAR626,Clinic,Dar es Salaam,Tanzania
627,Highland Hospital KAM627,Hospital,Kampala,Uganda
628,Crescent Clinic DOD628,Clinic,Dodoma,Tanzania
629,Uzima Clinic KIS629,Clinic,Kisumu,Kenya
630,Unity Clinic GUL630,Clinic,Gulu,Uganda
631,Kilimo Health Foundation ARU631,NGO,Arusha,Tanzania
632,Lakeview Hospital NAI632,Hospital,Nairobi,Kenya
633,Kilimo Pharmacy JIN633,Retail Pharmacy,Jinja,Uganda
634,Lakeview Hospital JIN634,Hospital,Jinja,Uganda
635,Highland Hospital MBA635,Hospital,Mbarara,Uganda
636,Riverside Hospital GUL636,Hospital,Gulu,Uganda
637,Meadow Pharmacy NAK637,Retail Pharmacy,Nakuru,Kenya
638,Lakeview Clinic MWA638,Clinic,Mwanza,Tanzania
639,Riverside Pharmacy KAM639,Retail Pharmacy,Kampala,Uganda
640,Harambee Hospital MWA640,Hospital,Mwanza,Tanzania
641,Meadow Pharmacy KIS641,Retail Pharmacy,Kisumu,Kenya
642,Highland Hospital GUL642,Hospital,Gulu,Uganda
643,Sunrise Pharmacy MOM643,Retail Pharmacy,Mombasa,Kenya
644,Sunrise Health Foundation NAI644,NGO,Nairobi,Kenya
645,Amani Pharmacy KIS645,Retail Pharmacy,Kisumu,Kenya
646,Meadow Pharmacy ARU646,Retail Pharmacy,Arusha,Tanzania
647,Summit Pharmacy DOD647,Retail Pharmacy,Dodoma,Tanzania
648,Uzima Pharmacy MWA648,Retail Pharmacy,Mwanza,Tanzania
649,Metro Clinic DAR649,Clinic,Dar es Salaam,Tanzania
650,Hope Pharmacy MBA650,Retail Pharmacy,Mbarara,Uganda
651,Metro Pharmacy ELD651,Retail Pharmacy,Eldoret,Kenya
652,Hope Clinic MWA652,Clinic,Mwanza,Tanzania
653,Prime Health Foundation MOM653,NGO,Mombasa,Kenya
654,Crescent Hospital GUL654,Hospital,Gulu,Uganda
655,Highland Pharmacy KIS655,Retail Pharmacy,Kisumu,Kenya
656,Sunrise Clinic NAI656,Clinic,Nairobi,Kenya
657,Harambee Hospital NAI657,Hospital,Nairobi,Kenya
658,Meadow Hospital MOM658,Hospital,Mombasa,Kenya
659,Unity Clinic JIN659,Clinic,Jinja,Uganda
660,Summit Clinic DAR660,Clinic,Dar es Salaam,Tanzania
661,Metro Hospital GUL661,Hospital,Gulu,Uganda
662,Riverside Pharmacy MBA662,Retail Pharmacy,Mbarara,Uganda
663,Baraka Clinic GUL663,Clinic,Gulu,Uganda
664,Lakeview Hospital MOM664,Hospital,Mombasa,Kenya
665,Meadow Pharmacy KIS665,Retail Pharmacy,Kisumu,Kenya
666,Riverside Pharmacy KAM666,Retail Pharmacy,Kampala,Uganda
667,Summit Pharmacy ELD667,Retail Pharmacy,Eldoret,Kenya
668,Baraka Hospital JIN668,Hospital,Jinja,Uganda
669,Nyota Pharmacy MWA669,Retail Pharmacy,Mwanza,Tanzania
670,Highland Pharmacy NAK670,Retail Pharmacy,Nakuru,Kenya
671,Metro Hospital KIS671,Hospital,Kisumu,Kenya
672,Prime Hospital MBA672,Hospital,Mbarara,Uganda
673,Hope Pharmacy NAK673,Retail Pharmacy,Nakuru,Kenya
674,Sunrise Health Foundation KAM674,NGO,Kampala,Uganda
675,Kilimo Clinic KAM675,Clinic,Kampala,Uganda
676,Highland Hospital GUL676,Hospital,Gulu,Uganda
677,Baraka Pharmacy MWA677,Retail Pharmacy,Mwanza,Tanzania
678,Sunrise Clinic ELD678,Clinic,Eldoret,Kenya
679,Metro Pharmacy NAI679,Retail Pharmacy,Nairobi,Kenya
680,Amani Pharmacy KIS680,Retail Pharmacy,Kisumu,Kenya
681,Metro Clinic KIS681,Clinic,Kisumu,Kenya
682,Meadow Pharmacy GUL682,Retail Pharmacy,Gulu,Uganda
683,Sunrise Pharmacy ARU683,Retail Pharmacy,Arusha,Tanzania
684,Unity Health Foundation ARU684,NGO,Arusha,Tanzania
685,Hope Hospital JIN685,Hospital,Jinja,Uganda
686,Kilimo Pharmacy NAK686,Retail Pharmacy,Nakuru,Kenya
687,Cedar Clinic NAK687,Clinic,Nakuru,Kenya
688,Nyota Clinic ARU688,Clinic,Arusha,Tanzania
689,Baraka Pharmacy ARU689,Retail Pharmacy,Arusha,Tanzania
690,Jubilee Clinic KIS690,Clinic,Kisumu,Kenya
691,Summit Clinic DOD691,Clinic,Dodoma,Tanzania
692,Summit Health Foundation ELD692,NGO,Eldoret,Kenya
693,Lakeview Hospital KIS693,Hospital,Kisumu,Kenya
694,Harambee Pharmacy MOM694,Retail Pharmacy,Mombasa,Kenya
695,Nyota Clinic NAI695,Clinic,Nairobi,Kenya
696,Amani Pharmacy MBA696,Retail Pharmacy,Mbarara,Uganda
697,Sunrise Clinic KIS697,Clinic,Kisumu,Kenya
698,Harambee Clinic KAM698,Clinic,Kampala,Uganda
699,Meadow Pharmacy MWA699,Retail Pharmacy,Mwanza,Tanzania
700,Riverside Clinic GUL700,Clinic,Gulu,Uganda
701,Uzima Health Foundation MWA701,NGO,Mwanza,Tanzania
702,Cedar Clinic ARU702,Clinic,Arusha,Tanzania
703,Unity Pharmacy ARU703,Retail Pharmacy,Arusha,Tanzania
704,Lakeview Pharmacy KIS704,Retail Pharmacy,Kisumu,Kenya
705,Jubilee Pharmacy ELD705,Retail Pharmacy,Eldoret,Kenya
706,Sunrise Clinic MOM706,Clinic,Mombasa,Kenya
707,Sunrise Hospital ELD707,Hospital,Eldoret,Kenya
708,Highland Pharmacy JIN708,Retail Pharmacy,Jinja,Uganda
709,Amani Hospital MOM709,Hospital,Mombasa,Kenya
710,Prime Clinic KIS710,Clinic,Kisumu,Kenya
711,Jubilee Clinic NAK711,Clinic,Nakuru,Kenya
712,Prime Hospital ELD712,Hospital,Eldoret,Kenya
713,Hope Pharmacy JIN713,Retail Pharmacy,Jinja,Uganda
714,Uzima Hospital NAK714,Hospital,Nakuru,Kenya
715,Amani Clinic ELD715,Clinic,Eldoret,Kenya
716,Meadow Pharmacy DOD716,Retail Pharmacy,Dodoma,Tanzania
717,Summit Pharmacy ELD717,Retail Pharmacy,Eldoret,Kenya
718,Riverside Hospital GUL718,Hospital,Gulu,Uganda
719,Riverside Clinic ARU719,Clinic,Arusha,Tanzania
720,Sunrise Pharmacy ARU720,Retail Pharmacy,Arusha,Tanzania
721,Cedar Health Foundation KAM721,NGO,Kampala,Uganda
722,Riverside Pharmacy MOM722,Retail Pharmacy,Mombasa,Kenya
723,Nyota Hospital ELD723,Hospital,Eldoret,Kenya
724,Nyota Hospital ELD724,Hospital,Eldoret,Kenya
725,Prime Pharmacy MWA725,Retail Pharmacy,Mwanza,Tanzania
726,Meadow Clinic KIS726,Clinic,Kisumu,Kenya
727,Nyota Pharmacy NAK727,Retail Pharmacy,Nakuru,Kenya
728,Uzima Pharmacy ELD728,Retail Pharmacy,Eldoret,Kenya
729,Jubilee Pharmacy KIS729,Retail Pharmacy,Kisumu,Kenya
730,Highland Hospital KIS730,Hospital,Kisumu,Kenya
731,Lakeview Pharmacy MBA731,Retail Pharmacy,Mbarara,Uganda
732,Crescent Clinic ELD732,Clinic,Eldoret,Kenya
733,Zawadi Pharmacy ARU733,Retail Pharmacy,Arusha,Tanzania
734,Summit Pharmacy NAI734,Retail Pharmacy,Nairobi,Kenya
735,Baraka Clinic KAM735,Clinic,Kampala,Uganda
736,Summit Clinic DAR736,Clinic,Dar es Salaam,Tanzania
737,Jubilee Clinic GUL737,Clinic,Gulu,Uganda
738,Metro Clinic MBA738,Clinic,Mbarara,Uganda
739,Jubilee Pharmacy NAI739,Retail Pharmacy,Nairobi,Kenya
740,Cedar Clinic ELD740,Clinic,Eldoret,Kenya
741,Highland Pharmacy DOD741,Retail Pharmacy,Dodoma,Tanzania
742,Amani Pharmacy DOD742,Retail Pharmacy,Dodoma,Tanzania
743,Jubilee Hospital NAK743,Hospital,Nakuru,Kenya
744,Kilimo Pharmacy KIS744,Retail Pharmacy,Kisumu,Kenya
745,Amani Hospital NAI745,Hospital,Nairobi,Kenya
746,Amani Clinic MOM746,Clinic,Mombasa,Kenya
747,Kilimo Health Foundation MBA747,NGO,Mbarara,Uganda
748,Kilimo Pharmacy ARU748,Retail Pharmacy,Arusha,Tanzania
749,Cedar Clinic MWA749,Clinic,Mwanza,Tanzania
750,Nyota Pharmacy MBA750,Retail Pharmacy,Mbarara,Uganda
751,Riverside Health Foundation MWA751,NGO,Mwanza,Tanzania
752,Metro Hospital KIS752,Hospital,Kisumu,Kenya
753,Jubilee Pharmacy NAI753,Retail Pharmacy,Nairobi,Kenya
754,Riverside Pharmacy NAK754,Retail Pharmacy,Nakuru,Kenya
755,Unity Clinic DAR755,Clinic,Dar es Salaam,Tanzania
756,Nyota Hospital NAI756,Hospital,Nairobi,Kenya
757,Baraka Pharmacy JIN757,Retail Pharmacy,Jinja,Uganda
758,Metro Clinic ELD758,Clinic,Eldoret,Kenya
759,Summit Health Foundation DAR759,NGO,Dar es Salaam,Tanzania
760,Meadow Pharmacy NAK760,Retail Pharmacy,Nakuru,Kenya
761,Crescent Pharmacy GUL761,Retail Pharmacy,Gulu,Uganda
762,Zawadi Clinic KIS762,Clinic,Kisumu,Kenya
763,Kilimo Hospital MBA763,Hospital,Mbarara,Uganda
764,Uzima Pharmacy MOM764,Retail Pharmacy,Mombasa,Kenya
765,Zawadi Pharmacy NAK765,Retail Pharmacy,Nakuru,Kenya
766,Crescent Hospital MOM766,Hospital,Mombasa,Kenya
767,Hope Clinic MOM767,Clinic,Mombasa,Kenya
768,Lakeview Pharmacy MOM768,Retail Pharmacy,Mombasa,Kenya
769,Highland Clinic ELD769,Clinic,Eldoret,Kenya
770,Uzima Pharmacy GUL770,Retail Pharmacy,Gulu,Uganda
771,Prime Pharmacy NAK771,Retail Pharmacy,Nakuru,Kenya
772,Unity Pharmacy KIS772,Retail Pharmacy,Kisumu,Kenya
773,Prime Pharmacy KIS773,Retail Pharmacy,Kisumu,Kenya
774,Zawadi Pharmacy MWA774,Retail Pharmacy,Mwanza,Tanzania
775,Unity Pharmacy NAK775,Retail Pharmacy,Nakuru,Kenya
776,Baraka Pharmacy MOM776,Retail Pharmacy,Mombasa,Kenya
777,Nyota Hospital MOM777,Hospital,Mombasa,Kenya
778,Lakeview Pharmacy NAI778,Retail Pharmacy,Nairobi,Kenya
779,Lakeview Hospital KIS779,Hospital,Kisumu,Kenya
780,Sunrise Health Foundation MOM780,NGO,Mombasa,Kenya
781,Crescent Pharmacy NAI781,Retail Pharmacy,Nairobi,Kenya
782,Nyota Hospital GUL782,Hospital,Gulu,Uganda
783,Unity Health Foundation ELD783,NGO,Eldoret,Kenya
784,Baraka Pharmacy KAM784,Retail Pharmacy,Kampala,Uganda
785,Unity Pharmacy ARU785,Retail Pharmacy,Arusha,Tanzania
786,Highland Hospital ELD786,Hospital,Eldoret,Kenya
787,Sunrise Clinic ELD787,Clinic,Eldoret,Kenya
788,Nyota Pharmacy MBA788,Retail Pharmacy,Mbarara,Uganda
789,Lakeview Hospital MBA789,Hospital,Mbarara,Uganda
790,Crescent Clinic NAI790,Clinic,Nairobi,Kenya
791,Jubilee Health Foundation KAM791,NGO,Kampala,Uganda
792,Metro Clinic NAI792,Clinic,Nairobi,Kenya
793,Unity Clinic KAM793,Clinic,Kampala,Uganda
794,Nyota Clinic KIS794,Clinic,Kisumu,Kenya
795,Hope Hospital KIS795,Hospital,Kisumu,Kenya
796,Hope Hospital GUL796,Hospital,Gulu,Uganda
797,Prime Pharmacy MOM797,Retail Pharmacy,Mombasa,Kenya
798,Baraka Pharmacy DAR798,Retail Pharmacy,Dar es Salaam,Tanzania
799,Hope Pharmacy ELD799,Retail Pharmacy,Eldoret,Kenya
800,Riverside Clinic KIS800,Clinic,Kisumu,Kenya
