invoice_line_id,date_id,customer_id,product_id,sales_rep_id,units_sold,gross_revenue_local,discount_applied_local
1284,20250625,87,69,4,366,72738.84,3466.35
1285,20250610,27,66,4,74,60603.04,5528.89
1286,20250625,527,101,4,11,95577.68,4184.34
1287,20250610,538,80,4,12,75449.04,6944.15
1288,20250612,544,23,4,144,74977.92,6660.79
1289,20250611,651,94,4,9,25353.54,1058.75
1290,20250616,14,66,4,108,88447.68,8667.85
1291,20250707,14,38,4,48,46304.64,4696.51
1292,20250725,544,51,4,207,28613.61,2138.53
1293,20250713,717,48,4,84,55158.6,3325.76
1294,20250731,707,72,4,84,15352.68,925.98
1295,20250729,768,69,4,400,79496.0,4125.33
1296,20250705,41,63,4,78,75332.4,4693.26
1297,20250731,578,41,4,71,30005.31,1719.58
1298,20250721,488,69,4,159,31599.66,1720.36
1299,20250703,188,8,4,500,38665.0,1467.3
1300,20250702,309,20,4,47,44297.03,4475.56
1301,20250729,231,34,4,473,116026.9,7946.31
1302,20250707,351,29,4,30,31327.8,2859.65
1303,20250722,250,75,4,7,19518.03,1563.98
1304,20250729,248,94,4,16,45072.96,5690.81
1305,20250729,778,9,4,83,25867.78,78.99
1306,20250729,135,35,4,20,28151.2,1187.26
1307,20250702,550,51,4,234,32345.82,924.03
1308,20250722,126,38,4,24,23152.32,1986.33
1309,20250729,70,16,4,275,49780.5,5670.13
1310,20250725,91,45,4,50,36931.5,2552.79
1311,20250731,511,23,4,249,129649.32,7527.37
1312,20250726,597,7,4,19,20143.04,1581.49
1313,20250815,250,89,4,14,124164.32,6250.76
1314,20250802,177,56,4,262,70614.24,4567.24
1315,20250823,623,26,4,78,39946.92,4376.41
1316,20250815,487,63,4,75,72435.0,2776.8
1317,20250825,197,22,4,9,11543.58,772.36
1318,20250805,526,5,4,112,86853.76,2291.66
1319,20250814,2,19,4,117,103609.35,8671.61
1320,20250826,93,59,4,52,27164.28,1995.58
1321,20250806,287,65,4,198,152465.94,14658.95
1322,20250811,723,4,4,135,126774.45,7476.22
1323,20250806,417,68,4,103,85880.37,6547.83
1324,20250912,382,17,4,289,64227.36,5664.22
1325,20250915,368,64,4,26,16843.84,1164.97
1326,20250924,100,24,4,442,112091.2,9165.74
1327,20250912,319,51,4,27,3732.21,197.7
1328,20250926,773,9,4,290,90381.4,7487.06
1329,20250905,625,40,4,80,68841.6,3687.12
1330,20250901,242,6,4,84,38691.24,2930.99
1331,20250929,537,58,4,96,39208.32,4089.24
1332,20250926,775,4,4,38,35684.66,4393.86
1333,20250909,235,6,4,40,18424.4,2037.66
1334,20250918,437,37,4,72,103689.36,5388.0
1335,20250917,555,104,4,4,45339.4,6364.42
1336,20250905,395,69,4,85,16892.9,742.71
1337,20250904,126,98,4,37,98997.2,4804.11
1338,20250929,712,35,4,35,49264.6,3027.5
1339,20251006,673,12,4,23,39508.48,3700.87
1340,20251022,340,23,4,227,118194.36,13094.8
1341,20251023,651,26,4,320,163884.8,17294.02
1342,20251031,118,2,4,117,92473.29,6785.27
1343,20251009,629,83,4,20,75037.6,6059.98
1344,20251015,717,5,4,74,57385.52,6473.78
1345,20251024,386,64,4,107,69318.88,4119.15
1346,20251013,658,49,4,400,39084.0,3540.12
1347,20251006,215,36,4,101,28595.12,3046.0
1348,20251029,729,43,4,77,107090.83,5735.87
1349,20251009,254,46,4,225,44093.25,3879.99
1350,20251024,425,29,4,132,137842.32,7237.82
1351,20251010,555,15,4,84,63979.44,3641.36
1352,20251017,261,32,4,327,110774.52,7636.21
1353,20251113,756,53,4,84,49274.4,2568.21
1354,20251123,98,78,4,1,18922.04,781.58
1355,20251104,203,49,4,400,39084.0,2630.68
1356,20251129,187,23,4,97,50505.96,4824.02
1357,20251108,45,83,4,23,86293.24,6588.19
1358,20251105,227,13,4,30,43375.2,2909.97
1359,20251113,341,68,4,25,20844.75,1408.52
1360,20251113,775,95,4,7,19174.89,1167.88
1361,20251111,282,28,4,22,30493.54,0.0
1362,20251118,729,1,4,34,46138.0,4848.25
1363,20251127,711,30,4,31,16514.32,1218.5
1364,20251105,586,93,4,12,24765.48,1596.11
1365,20251127,245,9,4,500,155830.0,10015.13
1366,20251114,29,34,4,242,59362.6,4907.21
1367,20251204,411,93,4,40,82551.6,7008.93
1368,20251218,578,40,4,37,31839.24,3361.96
1369,20251219,612,59,4,95,49627.05,4002.12
1370,20251202,77,46,4,115,22536.55,2156.63
1371,20251211,511,16,4,500,90510.0,1621.61
1372,20251204,39,98,4,32,85619.2,8341.08
1373,20251231,632,93,4,40,82551.6,5941.55
1374,20251225,225,31,4,127,33351.47,2777.36
1375,20251217,348,2,4,9,7113.33,463.98
1376,20251201,343,61,4,56,46696.16,2197.75
1377,20251211,756,81,4,3,45964.26,5090.04
1378,20251201,351,61,4,15,12507.9,563.38
1379,20251205,584,31,4,193,50683.73,4087.1
1380,20251229,476,21,4,78,66429.48,6863.21
1381,20251208,149,95,4,32,87656.64,7443.84
1382,20251216,260,40,4,10,8605.2,565.85
1383,20251210,211,60,4,85,23858.65,2354.6
1384,20251231,307,22,4,27,34630.74,2749.93
1385,20251227,461,92,4,15,114588.45,1352.35
1386,20251224,337,10,4,214,117492.42,3522.59
1387,20240126,176,45,5,47,659249.43,65749.66
1388,20240113,404,51,5,218,572247.32,44893.45
1389,20240109,237,50,5,24,233672.71,16583.7
1390,20240103,308,43,5,35,924388.57,44564.87
1391,20240118,279,50,5,22,214199.98,4998.93
1392,20240118,646,26,5,208,2022912.03,256782.04
1393,20240115,179,71,5,139,1164226.39,132751.94
1394,20240111,265,60,5,179,954124.25,112359.57
1395,20240125,689,18,5,57,990131.19,72232.08
1396,20240105,300,34,5,242,1127295.77,68191.72
1397,20240110,507,67,5,83,750714.01,73535.59
1398,20240130,355,69,5,208,785007.1,44095.03
1399,20240124,385,18,5,159,2761944.91,248272.41
1400,20240117,736,1,5,67,1726551.81,66600.96
1401,20240131,736,42,5,77,1417427.27,123810.52
1402,20240115,648,87,5,3,737164.45,44608.77
1403,20240108,252,17,5,36,151932.15,4552.81
1404,20240221,289,92,5,6,883476.95,44827.31
1405,20240214,699,10,5,35,370389.36,15417.9
1406,20240215,277,102,5,2,518121.25,27849.49
1407,20240221,638,54,5,14,144377.85,7827.27
1408,20240217,699,44,5,21,546944.12,42403.7
1409,20240208,484,27,5,308,722140.19,56583.36
1410,20240228,483,34,5,240,1134757.8,184353.94
1411,20240229,288,66,5,79,1247050.87,118926.53
1412,20240208,462,43,5,37,991876.66,53543.66
1413,20240228,701,21,5,22,361146.42,35780.24
1414,20240227,467,7,5,13,265649.59,18833.65
1415,20240223,570,28,5,44,1175525.97,97842.27
1416,20240205,510,17,5,29,124226.6,10822.52
1417,20240214,534,39,5,75,2337994.86,145026.92
1418,20240228,35,84,5,1,289230.24,30969.78
1419,20240222,338,45,5,110,1566080.26,146616.82
1420,20240212,263,62,5,25,471770.08,38791.47
1421,20240217,798,20,5,61,1108156.18,112062.88
1422,20240307,660,28,5,56,1474778.48,160587.05
1423,20240312,603,75,5,18,953595.18,71792.33
1424,20240304,507,73,5,40,487388.0,44317.0
1425,20240307,638,23,5,51,504538.92,49243.19
1426,20240318,42,34,5,234,1090603.8,98918.42
1427,20240315,556,10,5,208,2169766.56,184905.54
1428,20240314,180,40,5,19,310647.72,12059.9
1429,20240327,372,67,5,201,1818951.51,187161.79
1430,20240301,462,42,5,96,1768112.64,355805.72
1431,20240305,669,68,5,59,934678.59,93186.78
1432,20240301,532,51,5,400,1050548.0,53686.8
1433,20240321,689,59,5,119,1181123.79,98496.76
1434,20240328,483,35,5,24,641847.36,42502.83
1435,20240306,462,86,5,11,1027343.68,72820.3
1436,20240304,755,42,5,13,239431.92,11679.04
1437,20240322,201,48,5,42,524006.7,30150.63
1438,20240313,619,58,5,62,481118.76,44875.42
1439,20240405,619,44,5,18,461415.32,39568.17
1440,20240411,646,55,5,400,2353314.61,117923.06
1441,20240425,384,61,5,67,1059883.59,71479.29
1442,20240417,691,62,5,29,538622.17,48828.69
1443,20240409,288,63,5,43,787854.25,44176.83
1444,20240423,499,11,5,12,403590.57,19062.63
1445,20240416,402,26,5,274,2662131.38,203670.84
1446,20240418,90,20,5,70,1251598.45,134934.33
1447,20240424,167,47,5,400,768856.69,62410.94
1448,20240416,145,66,5,110,1709013.92,104718.55
1449,20240422,314,22,5,29,705644.94,59093.55
1450,20240401,409,5,5,39,573753.61,39424.8
1451,20240516,388,13,5,25,679797.82,34722.64
1452,20240503,701,8,5,500,727172.65,62531.3
1453,20240522,199,30,5,142,1422678.84,117331.0
1454,20240516,300,3,5,52,791123.98,61984.91
1455,20240520,409,74,5,2,451281.86,54888.53
1456,20240502,367,26,5,189,1820413.41,242224.15
1457,20240529,416,30,5,67,671263.96,71950.93
1458,20240523,268,27,5,500,1143841.74,106582.42
1459,20240506,338,19,5,70,1165817.72,105390.63
1460,20240513,677,34,5,500,2306678.55,207890.3
1461,20240524,749,64,5,139,1693565.84,139721.58
1462,20240507,716,91,5,4,757305.98,87638.66
1463,20240508,344,4,5,12,211933.07,14776.9
1464,20240618,129,61,5,53,841995.14,77420.8
1465,20240607,615,48,5,48,600503.8,25404.2
1466,20240621,396,11,5,15,506642.22,37565.61
1467,20240610,123,29,5,69,1372771.66,124146.01
1468,20240603,338,39,5,32,986003.49,51809.71
1469,20240625,759,50,5,219,2139225.05,170493.21
1470,20240603,252,29,5,71,1412562.15,72008.87
1471,20240614,533,9,5,119,706591.81,66680.37
1472,20240607,253,65,5,15,220059.17,22989.58
1473,20240615,467,65,5,92,1349696.26,110602.08
1474,20240619,170,54,5,62,631990.28,48661.03
1475,20240610,774,78,5,2,721005.41,82968.28
1476,20240619,677,14,5,20,326745.61,23844.76
1477,20240607,90,22,5,86,2101536.96,194621.46
1478,20240603,388,67,5,84,762239.27,45567.59
1479,20240607,330,95,5,18,939394.3,80073.41
1480,20240611,129,85,5,2,715617.89,64938.11
1481,20240702,10,93,5,40,1600180.21,185466.05
1482,20240703,20,28,5,42,1128438.4,169416.27
1483,20240710,389,13,5,44,1233151.15,124661.73
1484,20240726,291,29,5,113,2287338.75,178009.35
1485,20240730,531,25,5,50,1446550.38,39231.77
1486,20240705,652,52,5,205,702553.7,51630.71
1487,20240722,216,58,5,98,775847.7,66182.03
1488,20240717,264,23,5,179,1806622.14,166788.57
1489,20240710,47,57,5,139,1032619.6,83704.49
1490,20240711,56,63,5,51,954774.43,99492.39
1491,20240709,628,14,5,41,681500.93,47656.84
1492,20240724,552,64,5,143,1795755.47,196551.52
1493,20240718,385,23,5,48,484457.33,51365.45
1494,20240712,477,73,5,40,497238.37,43143.44
1495,20240816,533,35,5,69,1866580.8,215860.13
1496,20240822,372,34,5,243,1145604.23,121555.33
1497,20240816,157,69,5,100,381958.41,42287.28
1498,20240812,127,23,5,90,900625.4,66477.63
1499,20240814,130,41,5,168,1364519.79,66588.07
1500,20240829,733,7,5,20,407504.3,21790.58
1501,20240813,628,69,5,258,985452.69,72124.4
1502,20240806,234,74,5,7,1614087.92,95011.94
1503,20240823,129,13,5,69,1917344.33,166208.09
1504,20240803,533,34,5,294,1386039.69,88404.58
1505,20240829,136,40,5,94,1554603.38,104639.96
1506,20240920,302,29,5,43,854462.61,102437.28
1507,20240911,399,67,5,68,616305.92,42661.89
1508,20240928,508,10,5,70,731324.43,40478.54
1509,20240930,209,5,5,71,1047719.23,103586.62
1510,20240917,563,58,5,108,839357.01,41352.75
1511,20240925,440,38,5,29,532349.98,69784.77
1512,20240912,330,76,5,2,776314.32,67363.59
1513,20240925,798,29,5,22,437166.92,31527.37
1514,20240911,373,51,5,400,1052151.47,124451.93
1515,20240917,384,29,5,52,1033303.62,120361.07
1516,20240924,785,103,5,8,1840868.5,266981.85
1517,20241031,409,65,5,215,3156664.83,353014.79
1518,20241014,593,66,5,50,780755.52,37697.79
1519,20241024,9,9,5,211,1253850.88,126065.13
1520,20241025,523,51,5,400,1054252.56,150937.33
1521,20241017,540,53,5,104,1163209.03,113563.49
1522,20241002,173,71,5,286,2405171.63,89046.05
1523,20241017,97,67,5,64,581210.97,54089.81
1524,20241007,499,97,5,40,298345.16,29782.7
1525,20241018,688,101,5,7,1159696.12,155180.37
1526,20241024,246,29,5,103,2050823.26,161807.01
1527,20241003,603,44,5,34,875972.68,62053.88
1528,20241113,123,45,5,150,2099112.6,192255.08
1529,20241118,677,38,5,137,2503925.34,275123.11
1530,20241104,239,47,5,75,143970.65,7993.95
1531,20241128,136,34,5,200,929490.76,47338.51
1532,20241125,31,33,5,500,653447.54,28566.12
1533,20241113,180,55,5,162,951836.43,120898.54
1534,20241105,660,26,5,287,2784762.27,275024.04
1535,20241113,556,34,5,163,757534.97,73344.45
1536,20241115,344,26,5,213,2066739.95,163079.67
1537,20241105,759,22,5,58,1409430.07,123169.9
1538,20241113,509,81,5,3,870838.87,117887.15
1539,20241112,755,17,5,202,850532.93,102971.71
1540,20241219,441,11,5,67,2251836.55,143985.24
1541,20241203,9,13,5,57,1562383.38,180576.66
1542,20241216,515,7,5,105,2110343.89,227214.97
1543,20241207,179,26,5,98,951496.71,95164.28
1544,20241220,741,17,5,500,2106612.96,128575.97
1545,20241207,244,50,5,138,1341353.95,98047.64
1546,20241211,90,63,5,18,329573.46,34100.55
1547,20241209,356,19,5,96,1611672.66,152859.94
1548,20250105,145,38,5,66,1204615.21,164725.55
1549,20250128,94,56,5,202,1030062.32,122127.09
1550,20250107,399,15,5,94,1354597.08,87977.57
1551,20250117,263,70,5,36,570812.62,54390.2
1552,20250102,585,66,5,81,1255072.58,163098.54
1553,20250116,652,25,5,84,2372032.19,120263.49
1554,20250108,716,85,5,7,2487309.29,296553.27
1555,20250113,454,41,5,157,1255337.65,83145.79
1556,20250104,649,28,5,21,550713.33,43944.69
1557,20250117,588,43,5,120,3157649.62,236320.26
1558,20250102,442,64,5,115,1409570.27,141825.14
1559,20250107,477,23,5,324,3191810.05,443640.28
1560,20250103,466,65,5,99,1442327.79,134998.12
1561,20250115,604,57,5,16,116017.44,12341.0
1562,20250202,741,13,5,108,2976388.87,162026.2
1563,20250212,115,48,5,26,325426.55,19199.41
1564,20250203,534,9,5,360,2138598.45,236075.91
1565,20250224,404,98,5,27,1376989.51,149766.71
1566,20250225,253,70,5,46,734807.27,65909.58
1567,20250225,638,2,5,46,693001.16,70545.59
1568,20250207,255,80,5,11,1318289.64,86012.55
1569,20250211,115,6,5,231,2028107.75,128559.03
1570,20250212,127,21,5,152,2467490.67,105948.21
1571,20250211,191,41,5,263,2118562.1,185414.21
1572,20250219,626,71,5,21,176547.94,18012.2
1573,20250217,716,70,5,133,2124551.45,228263.2
1574,20250207,534,60,5,124,663428.78,53004.1
1575,20250331,199,8,5,435,646499.29,38059.91
1576,20250307,129,70,5,51,821430.63,68870.74
1577,20250319,699,48,5,9,113581.41,7137.2
1578,20250313,631,14,5,55,906426.66,74686.22
1579,20250322,688,37,5,35,968725.05,102242.45
1580,20250318,263,21,5,23,376465.23,32222.03
1581,20250318,191,48,5,137,1728961.42,138386.41
1582,20250310,40,31,5,86,434050.74,30718.73
1583,20250320,484,13,5,53,1472742.74,157350.24
1584,20250331,466,66,5,80,1259167.38,139868.75
1585,20250310,391,61,5,62,993609.23,82523.31
1586,20250317,213,64,5,45,560287.66,51705.47
1587,20250310,749,9,5,44,263550.92,19097.07
1588,20250305,683,45,5,166,2356491.18,259625.52
1589,20250320,209,52,5,88,299016.89,33005.17
1590,20250306,127,42,5,26,484383.38,34577.52
1591,20250327,180,14,5,60,988829.08,88092.77
1592,20250328,556,41,5,52,422351.36,18878.13
1593,20250306,683,39,5,24,745984.72,58800.56
1594,20250415,684,50,5,64,628935.2,48254.06
1595,20250429,388,56,5,102,526920.76,48556.43
1596,20250407,26,8,5,500,741092.06,68322.86
1597,20250429,647,18,5,84,1472740.91,142083.57
1598,20250422,255,67,5,107,976808.4,107046.73
1599,20250423,373,53,5,75,843252.17,100061.03
1600,20250409,263,100,5,2,931689.09,63142.5
1601,20250411,593,91,5,5,964752.74,118211.97
1602,20250416,115,32,5,112,727217.45,39672.59
1603,20250410,314,48,5,104,1308945.1,104724.35
1604,20250424,613,54,5,64,656314.88,87354.52
1605,20250424,213,6,5,37,326654.94,35072.96
1606,20250402,26,34,5,104,488973.17,23125.93
1607,20250411,699,44,5,18,466182.46,40923.02
1608,20250417,399,102,5,9,2318481.72,174374.26
1609,20250414,749,23,5,160,1596779.77,208278.31
1610,20250409,173,25,5,29,829606.79,84174.32
1611,20250429,452,40,5,27,445326.84,16772.28
1612,20250425,441,46,5,362,1359728.83,166385.53
1613,20250428,130,30,5,80,816851.54,83157.54
1614,20250514,40,44,5,7,179846.01,13841.98
1615,20250506,94,15,5,60,868932.19,49243.77
1616,20250505,56,37,5,69,1889401.6,298252.01
1617,20250512,115,49,5,360,668828.86,48200.74
1618,20250519,585,36,5,262,1410409.84,160385.65
1619,20250513,123,15,5,43,622734.74,30588.93
1620,20250513,179,70,5,66,1051689.06,101648.11
1621,20250519,130,20,5,47,842263.73,34219.28
1622,20250501,688,9,5,257,1522957.13,94514.87
1623,20250507,191,94,5,30,1606907.37,91484.14
1624,20250521,388,55,5,87,513006.09,32733.1
1625,20250502,180,58,5,331,2570446.0,191811.31
1626,20250505,367,19,5,53,892405.93,77302.15
1627,20250606,246,89,5,5,857886.76,31540.68
1628,20250619,604,76,5,2,789246.77,50945.42
1629,20250604,268,64,5,324,4060728.5,167085.86
1630,20250613,127,75,5,15,809133.88,61262.55
1631,20250606,619,22,5,129,3200950.08,281745.12
1632,20250625,441,2,5,76,1162077.85,121667.84
1633,20250626,436,81,5,2,592816.38,34939.56
1634,20250620,610,43,5,94,2529184.99,266027.38
1635,20250604,10,8,5,500,748013.09,48242.37
1636,20250613,192,63,5,85,1588171.18,149732.94
1637,20250623,557,73,5,40,496263.59,46047.96
1638,20250626,344,98,5,10,517621.58,73157.48
1639,20250703,145,21,5,104,1699354.67,148232.01
1640,20250708,167,85,5,2,720651.1,48064.89
1641,20250719,593,48,5,51,642522.83,26525.0
1642,20250709,268,48,5,22,277166.71,25677.63
1643,20250709,36,27,5,349,814490.98,63060.93
1644,20250721,638,5,5,40,595134.37,61556.83
1645,20250711,532,38,5,25,462708.76,30389.65
1646,20250721,748,34,5,169,795369.06,54972.85
1647,20250730,140,57,5,149,1095602.14,108178.08
1648,20250729,516,33,5,195,258072.8,20662.32
1649,20250716,367,88,5,7,2025560.22,190789.1
1650,20250722,26,20,5,48,867965.43,76764.5
1651,20250714,80,77,5,1,370255.84,44334.6
1652,20250716,252,13,5,69,1914052.15,160027.94
1653,20250729,42,35,5,14,378076.25,9608.63
1654,20250714,122,8,5,500,741826.69,102592.32
1655,20250821,22,25,5,38,1100172.31,81029.05
1656,20250825,275,60,5,81,441030.79,32036.24
1657,20250829,179,8,5,500,750023.67,96812.93
1658,20250811,477,50,5,104,1034337.05,67412.24
1659,20250821,294,69,5,400,1542063.41,120407.54
1660,20250826,276,63,5,48,899260.24,16814.55
1661,20250829,97,46,5,126,478979.68,38420.3
1662,20250813,523,65,5,35,522796.47,29626.64
1663,20250818,519,70,5,56,910363.66,65539.59
1664,20250828,112,5,5,184,2767868.03,283109.26
1665,20250806,80,43,5,28,755399.24,63591.91
1666,20250820,748,78,5,3,1101149.2,111252.45
1667,20250813,196,90,5,6,810338.65,33629.38
1668,20250908,9,34,5,364,1748639.69,195729.57
1669,20250917,519,12,5,51,1715671.2,34608.81
1670,20250924,452,93,5,25,1010431.58,75876.5
1671,20250910,216,52,5,400,1384980.48,125485.27
1672,20250904,184,1,5,22,584660.74,50657.45
1673,20250918,376,67,5,130,1212596.24,109080.02
1674,20250929,483,101,5,13,2212119.34,281857.3
1675,20250930,469,101,5,6,1020978.16,104553.13
1676,20250922,531,49,5,196,375056.32,29750.34
1677,20250918,10,58,5,98,783852.73,69372.2
1678,20250911,593,14,5,119,1998423.62,226706.5
1679,20250929,59,39,5,11,348403.08,36572.94
1680,20251016,442,97,5,40,308124.66,41702.85
1681,20251025,308,20,5,41,760940.04,50244.56
1682,20251025,246,5,5,53,809349.86,63270.54
1683,20251010,691,37,5,45,1276156.8,49031.5
1684,20251001,507,56,5,400,2122955.14,145592.73
1685,20251008,593,64,5,53,676135.06,61659.44
1686,20251014,173,94,5,20,1109470.91,115478.62
1687,20251008,140,57,5,316,2384839.04,149640.91
1688,20251002,26,12,5,62,2097220.06,111061.86
1689,20251025,749,27,5,500,1197667.44,111317.5
1690,20251012,615,100,5,1,478604.41,59413.96
1691,20251014,101,68,5,76,1247843.44,154982.01
1692,20251128,344,75,5,6,331198.66,41110.95
1693,20251110,134,61,5,160,2641268.23,320104.35
1694,20251124,264,22,5,24,609408.68,29955.45
1695,20251125,209,50,5,26,263903.12,2496.27
1696,20251119,736,18,5,88,1593584.06,141981.13
1697,20251116,123,86,5,22,2140876.09,180952.06
1698,20251117,416,19,5,144,2524497.6,220651.49
1699,20251113,56,58,5,96,776207.11,34593.46
1700,20251117,40,67,5,76,716612.6,35540.66
1701,20251102,652,50,5,124,1258614.86,96832.9
1702,20251114,196,10,5,96,1043438.1,154760.88
1703,20251106,725,64,5,124,1590335.77,126964.03
1704,20251113,367,48,5,101,1312969.71,141187.55
1705,20251121,300,49,5,297,574506.37,40991.48
1706,20251209,610,16,5,279,1005192.66,70698.79
1707,20251208,603,86,5,21,2054505.49,154808.32
1708,20251204,170,55,5,400,2468927.34,209239.95
1709,20251224,35,26,5,211,2150748.83,108871.33
1710,20251201,646,56,5,179,960201.92,55772.56
1711,20251202,646,43,5,30,830426.8,61638.15
1712,20251205,475,5,5,157,2423197.42,290733.1
1713,20251208,288,57,5,109,831432.9,50746.72
1714,20251212,372,50,5,122,1244944.99,113039.98
1715,20251210,688,80,5,30,3754155.61,430633.43
1716,20240108,330,70,6,316,5029003.96,353009.79
1717,20240109,112,44,6,18,461877.44,33272.97
1718,20240123,531,83,6,11,783730.21,41627.37
1719,20240114,36,99,6,9,2686568.47,254939.94
1720,20240124,288,44,6,162,4156896.95,505092.7
1721,20240119,545,51,6,400,1049995.08,73694.8
1722,20240115,610,23,6,280,2768559.7,146529.65
1723,20240101,467,67,6,400,3617898.84,336517.53
1724,20240122,615,29,6,94,1864066.76,168048.95
1725,20240101,355,20,6,83,1485524.46,231857.92
1726,20240212,545,16,6,325,1133977.16,156097.44
1727,20240202,201,71,6,400,3400572.6,102904.32
1728,20240202,556,72,6,400,1409156.7,90604.11
1729,20240223,759,90,6,36,4831202.42,271555.11
1730,20240229,101,78,6,14,5106112.49,553826.91
1731,20240226,145,2,6,85,1294922.45,109471.12
1732,20240224,122,12,6,98,3244762.75,105359.31
1733,20240313,289,59,6,211,2094261.51,200445.91
1734,20240312,719,93,6,40,1568480.4,185966.7
1735,20240307,677,14,6,158,2574245.02,63970.39
1736,20240301,435,44,6,52,1335015.24,49356.71
1737,20240313,122,10,6,179,1867251.03,146228.6
1738,20240323,140,2,6,227,3408865.81,501838.85
1739,20240327,122,15,6,280,4052031.2,364164.71
1740,20240327,107,53,6,63,702160.2,61580.69
1741,20240311,265,6,6,298,2607973.82,160175.14
1742,20240307,42,8,6,500,734635.0,87810.94
1743,20240419,176,47,6,172,330608.38,18909.12
1744,20240425,22,72,6,400,1386931.87,53873.37
1745,20240415,302,53,6,338,3761395.35,292504.11
1746,20240409,626,86,6,40,3730093.2,311617.79
1747,20240403,28,16,6,414,1421729.99,110806.57
1748,20240409,499,62,6,196,3640342.91,230282.13
1749,20240410,176,66,6,147,2283864.05,349541.94
1750,20240426,462,38,6,66,1207862.32,144720.3
1751,20240418,610,60,6,400,2129988.0,262146.75
1752,20240506,33,5,6,73,1064665.02,72772.06
1753,20240516,315,55,6,24,139978.24,13154.1
1754,20240503,523,47,6,365,695516.71,41568.81
1755,20240515,391,97,6,40,294276.89,23724.38
1756,20240502,798,99,6,3,886892.98,80037.51
1757,20240515,115,2,6,85,1263481.53,126046.32
1758,20240528,516,5,6,74,1079249.47,81230.15
1759,20240514,719,43,6,32,837010.8,74981.1
1760,20240507,576,74,6,3,676922.8,51422.52
1761,20240531,107,96,6,7,356658.2,24502.36
1762,20240530,469,23,6,58,567960.87,49274.13
1763,20240520,289,59,6,56,550176.97,53815.95
1764,20240503,683,6,6,103,892257.3,71739.03
1765,20240502,475,61,6,19,297965.7,38669.62
1766,20240509,452,12,6,39,1259930.58,167347.72
1767,20240522,173,13,6,27,734181.65,69166.69
1768,20240524,356,100,6,2,914189.84,64461.63
1769,20240529,276,27,6,290,663428.21,43391.41
1770,20240528,702,27,6,84,192165.41,21812.07
1771,20240501,510,21,6,27,432463.58,16949.51
1772,20240518,140,40,6,49,793006.18,75418.83
1773,20240509,167,47,6,171,325844.82,25489.93
1774,20240530,276,31,6,69,340784.53,19725.59
1775,20240610,255,9,6,408,2422600.5,178667.21
1776,20240613,466,61,6,109,1731650.38,110230.91
1777,20240609,388,57,6,331,2416855.75,271381.54
1778,20240626,691,68,6,138,2192180.66,244935.39
1779,20240612,409,25,6,76,2161097.32,177223.79
1780,20240606,626,50,6,35,341885.28,18520.05
1781,20240619,179,100,6,3,1389148.57,98578.82
1782,20240610,646,101,6,8,1324324.33,129343.5
1783,20240603,184,67,6,144,1306695.9,142176.38
1784,20240619,720,18,6,163,2840672.06,239869.88
1785,20240607,478,84,6,3,857652.07,100298.32
1786,20240619,534,37,6,14,384122.99,53392.79
1787,20240617,102,99,6,4,1197928.79,66887.03
1788,20240604,140,13,6,39,1074299.6,86081.42
1789,20240625,610,21,6,119,1930873.33,121195.15
1790,20240614,213,72,6,310,1079461.55,102226.55
1791,20240613,603,52,6,400,1347357.44,94573.0
1792,20240723,300,55,6,44,264500.11,9803.11
1793,20240718,580,39,6,48,1504778.37,140029.55
1794,20240723,252,91,6,4,780540.18,95433.64
1795,20240708,404,5,6,70,1052233.3,151447.64
1796,20240711,628,99,6,1,304700.97,34565.33
1797,20240722,613,96,6,6,315086.14,29449.9
1798,20240720,646,19,6,63,1081426.58,104625.95
1799,20240711,157,77,6,2,748153.78,45863.35
1800,20240724,116,3,6,118,1850321.04,144921.67
1801,20240708,302,41,6,58,475128.59,65173.56
1802,20240727,469,34,6,143,679950.01,59419.12
1803,20240730,442,51,6,400,1071780.13,128670.79
1804,20240705,396,65,6,67,1000059.52,59717.76
1805,20240722,785,5,6,51,766627.12,51827.31
1806,20240704,462,12,6,50,1664852.99,227843.21
1807,20240704,308,38,6,24,448784.57,42939.64
1808,20240725,396,15,6,67,989189.17,81410.3
1809,20240712,291,53,6,50,568532.72,67459.23
1810,20240710,291,42,6,38,714022.82,69492.23
1811,20240815,42,97,6,40,300723.54,32664.09
1812,20240818,702,36,6,180,979430.99,77799.83
1813,20240829,469,36,6,249,1354879.54,72054.95
1814,20240829,736,65,6,45,665964.3,81660.99
1815,20240819,416,63,6,44,816715.25,103432.43
1816,20240805,441,31,6,262,1322340.62,80639.83
1817,20240811,184,66,6,158,2486855.57,206613.8
1818,20240827,442,68,6,65,1041599.65,85387.99
1819,20240816,563,68,6,132,2115248.52,268148.81
1820,20240821,389,36,6,74,402654.96,51562.29
1821,20240814,134,67,6,43,393614.15,19018.01
1822,20240820,344,41,6,67,544183.49,41678.37
1823,20240830,372,54,6,78,802053.84,42808.3
1824,20240829,160,70,6,20,322129.66,30967.93
1825,20240802,452,79,6,40,423409.95,20173.42
1826,20240809,563,90,6,8,1070481.39,109011.45
1827,20240830,125,37,6,63,1743705.08,142848.26
1828,20240807,615,43,6,111,2966984.82,320333.64
1829,20240828,484,41,6,84,682259.89,50652.18
1830,20240821,516,83,6,9,648966.44,64469.47
1831,20240820,416,16,6,173,601871.04,73710.56
1832,20240822,330,83,6,7,504751.67,62692.68
